Product_ID,SKU,Category,Brand,Sub_Brand,Product_Name,Presentation,Pack_Quantity,Product_Description,Ingredients_List,Unit_Price
10,DETCLO0010,Detergents and Cleaning,Clorox,Clorox Regular,Clorox Regular 24 pods,24 pods,24,Powerful cleaning formula that tackles tough stains and leaves clothes fresh,"Water, Pine Oil, Isopropyl Alcohol, Sodium Dodecylbenzenesulfonate, Alkyl Dimethyl Benzyl Ammonium Chloride, Glycolic Acid, Fragrance, Colorants",8.05
11,DETDOW0011,Detergents and Cleaning,Downy,Downy April Fresh,Downy April Fresh 48 pods,48 pods,48,Powerful cleaning formula that tackles tough stains and leaves clothes fresh,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",14.37
40,DETDOW0040,Detergents and Cleaning,Downy,Downy April Fresh,Downy April Fresh 48 pods,48 pods,48,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Lauryl Sulfate, Sodium C14-16 Olefin Sulfonate, Cocamide DEA, Sodium Chloride, Citric Acid, Fragrance, DMDM Hydantoin, Colorants",15.76
9,DETDOW0009,Detergents and Cleaning,Downy,Downy April Fresh,Downy April Fresh 64 oz,64 oz,1,Gentle yet effective cleaning for everyday use,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",10.68
24,DETDOW0024,Detergents and Cleaning,Downy,Downy Infusions,Downy Infusions 3L,3L,1,Concentrated formula provides excellent cleaning performance,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",17.58
18,DETDOW0018,Detergents and Cleaning,Downy,Downy Infusions,Downy Infusions 48 pods,48 pods,48,Professional-grade cleaning power for spotless results,"Water, C10-16 Alkyl Benzenesulfonate, Alcohol Ethoxylate, Propylene Glycol, Sodium Hydroxide, Fragrance, Colorants, Tetrasodium EDTA, Methylchloroisothiazolinone",14.15
27,DETDOW0027,Detergents and Cleaning,Downy,Downy Ultra,Downy Ultra 1L,1L,1,Professional-grade cleaning power for spotless results,"Water, Sodium Lauryl Sulfate, Sodium C14-16 Olefin Sulfonate, Cocamide DEA, Sodium Chloride, Citric Acid, Fragrance, DMDM Hydantoin, Colorants",6.83
13,DETFAB0013,Detergents and Cleaning,Fabuloso,Fabuloso Lemon,Fabuloso Lemon 1L,1L,1,Professional-grade cleaning power for spotless results,"Water, Pine Oil, Isopropyl Alcohol, Sodium Dodecylbenzenesulfonate, Alkyl Dimethyl Benzyl Ammonium Chloride, Glycolic Acid, Fragrance, Colorants",7.49
20,DETMR.0020,Detergents and Cleaning,Mr. Clean,Mr. Clean Antibacterial,Mr. Clean Antibacterial 32 oz,32 oz,1,Multi-surface cleaner that disinfects and deodorizes,"Water, Pine Oil, Isopropyl Alcohol, Sodium Dodecylbenzenesulfonate, Alkyl Dimethyl Benzyl Ammonium Chloride, Glycolic Acid, Fragrance, Colorants",5.47
36,DETMR.0036,Detergents and Cleaning,Mr. Clean,Mr. Clean Antibacterial,Mr. Clean Antibacterial 3L,3L,1,Powerful cleaning formula that tackles tough stains and leaves clothes fresh,"Water, Isopropanol, 2-Butoxyethanol, Sodium C12-15 Pareth Sulfate, Lauramine Oxide, Fragrance, Tetrasodium EDTA, Colorants, Methylisothiazolinone",14.58
12,DETMR.0012,Detergents and Cleaning,Mr. Clean,Mr. Clean Multi-Surface,Mr. Clean Multi-Surface 1L,1L,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Isopropanol, 2-Butoxyethanol, Sodium C12-15 Pareth Sulfate, Lauramine Oxide, Fragrance, Tetrasodium EDTA, Colorants, Methylisothiazolinone",6.36
21,DETMR.0021,Detergents and Cleaning,Mr. Clean,Mr. Clean Multi-Surface,Mr. Clean Multi-Surface 24 pods,24 pods,24,Powerful cleaning formula that tackles tough stains and leaves clothes fresh,"Water, Isopropanol, 2-Butoxyethanol, Sodium C12-15 Pareth Sulfate, Lauramine Oxide, Fragrance, Tetrasodium EDTA, Colorants, Methylisothiazolinone",7.82
30,DETMR.0030,Detergents and Cleaning,Mr. Clean,Mr. Clean Multi-Surface,Mr. Clean Multi-Surface 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Pine Oil, Isopropyl Alcohol, Sodium Dodecylbenzenesulfonate, Alkyl Dimethyl Benzyl Ammonium Chloride, Glycolic Acid, Fragrance, Colorants",5.91
19,DETMR.0019,Detergents and Cleaning,Mr. Clean,Mr. Clean Multi-Surface,Mr. Clean Multi-Surface 3L,3L,1,Fresh scent technology keeps surfaces clean and fragrant,"Water, Pine Oil, Isopropyl Alcohol, Sodium Dodecylbenzenesulfonate, Alkyl Dimethyl Benzyl Ammonium Chloride, Glycolic Acid, Fragrance, Colorants",17.02
15,DETMR.0015,Detergents and Cleaning,Mr. Clean,Mr. Clean Multi-Surface,Mr. Clean Multi-Surface 64 oz,64 oz,1,Powerful cleaning formula that tackles tough stains and leaves clothes fresh,"Water, Pine Oil, Isopropyl Alcohol, Sodium Dodecylbenzenesulfonate, Alkyl Dimethyl Benzyl Ammonium Chloride, Glycolic Acid, Fragrance, Colorants",9.7
28,DETPIN0028,Detergents and Cleaning,Pine-Sol,Pine-Sol Lavender,Pine-Sol Lavender 48 pods,48 pods,48,Concentrated formula provides excellent cleaning performance,"Water, Isopropanol, 2-Butoxyethanol, Sodium C12-15 Pareth Sulfate, Lauramine Oxide, Fragrance, Tetrasodium EDTA, Colorants, Methylisothiazolinone",16.07
6,DETPIN0006,Detergents and Cleaning,Pine-Sol,Pine-Sol Lavender,Pine-Sol Lavender 500ml,500ml,1,Deep cleaning action that removes dirt and grime effectively,"Water, Pine Oil, Isopropyl Alcohol, Sodium Dodecylbenzenesulfonate, Alkyl Dimethyl Benzyl Ammonium Chloride, Glycolic Acid, Fragrance, Colorants",4.2
22,DETPIN0022,Detergents and Cleaning,Pine-Sol,Pine-Sol Original,Pine-Sol Original 32 oz,32 oz,1,Deep cleaning action that removes dirt and grime effectively,"Water, Isopropanol, 2-Butoxyethanol, Sodium C12-15 Pareth Sulfate, Lauramine Oxide, Fragrance, Tetrasodium EDTA, Colorants, Methylisothiazolinone",5.56
31,DETPIN0031,Detergents and Cleaning,Pine-Sol,Pine-Sol Original,Pine-Sol Original 32 oz,32 oz,1,Gentle yet effective cleaning for everyday use,"Water, Isopropanol, 2-Butoxyethanol, Sodium C12-15 Pareth Sulfate, Lauramine Oxide, Fragrance, Tetrasodium EDTA, Colorants, Methylisothiazolinone",6.56
35,DETTID0035,Detergents and Cleaning,Tide,Tide Free & Gentle,Tide Free & Gentle 24 pods,24 pods,24,Multi-surface cleaner that disinfects and deodorizes,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",7.22
26,DETTID0026,Detergents and Cleaning,Tide,Tide Original,Tide Original 2L,2L,1,Deep cleaning action that removes dirt and grime effectively,"Water, Sodium Lauryl Sulfate, Sodium C14-16 Olefin Sulfonate, Cocamide DEA, Sodium Chloride, Citric Acid, Fragrance, DMDM Hydantoin, Colorants",12.3
29,DETTID0029,Detergents and Cleaning,Tide,Tide Original,Tide Original 48 pods,48 pods,48,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Lauryl Sulfate, Sodium C14-16 Olefin Sulfonate, Cocamide DEA, Sodium Chloride, Citric Acid, Fragrance, DMDM Hydantoin, Colorants",15.74
5,DETTID0005,Detergents and Cleaning,Tide,Tide Plus Bleach,Tide Plus Bleach 48 pods,48 pods,48,Professional-grade cleaning power for spotless results,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",14.75
82,DRYBAR0082,Dry and Canned Foods,Barilla,Barilla Linguine,Barilla Linguine 1 lb,1 lb,1,Convenient and ready-to-use for quick meal preparation,100% Durum Wheat Semolina,2.34
41,DRYBAR0041,Dry and Canned Foods,Barilla,Barilla Linguine,Barilla Linguine 16 oz,16 oz,1,Perfect for creating your favorite recipes,"Durum Wheat Semolina, Niacin, Ferrous Sulfate (Iron), Thiamine Mononitrate, Riboflavin, Folic Acid",1.95
59,DRYBAR0059,Dry and Canned Foods,Barilla,Barilla Penne,Barilla Penne 10.75 oz,10.75 oz,1,Perfect for creating your favorite recipes,"Durum Wheat Semolina, Niacin, Ferrous Sulfate (Iron), Thiamine Mononitrate, Riboflavin, Folic Acid",1.2
68,DRYBAR0068,Dry and Canned Foods,Barilla,Barilla Penne,Barilla Penne 14.5 oz,14.5 oz,1,High-quality product packed at peak freshness,100% Durum Wheat Semolina,1.62
63,DRYBAR0063,Dry and Canned Foods,Barilla,Barilla Penne,Barilla Penne 28 oz,28 oz,1,Convenient and ready-to-use for quick meal preparation,100% Durum Wheat Semolina,3.27
43,DRYBAR0043,Dry and Canned Foods,Barilla,Barilla Spaghetti,Barilla Spaghetti 14.5 oz,14.5 oz,1,Made with carefully selected ingredients for great taste,"Durum Wheat Semolina, Niacin, Ferrous Sulfate (Iron), Thiamine Mononitrate, Riboflavin, Folic Acid",1.44
58,DRYBAR0058,Dry and Canned Foods,Barilla,Barilla Spaghetti,Barilla Spaghetti 2 lb,2 lb,1,Made with carefully selected ingredients for great taste,100% Durum Wheat Semolina,4.48
55,DRYBUS0055,Dry and Canned Foods,Bush's,Bush's Baked Beans Original,Bush's Baked Beans Original 14.5 oz,14.5 oz,1,Convenient and ready-to-use for quick meal preparation,"Sweet Corn, Water, Sugar, Salt, Natural Flavor",1.47
54,DRYBUS0054,Dry and Canned Foods,Bush's,Bush's Baked Beans Original,Bush's Baked Beans Original 2 lb,2 lb,1,High-quality product packed at peak freshness,"Sweet Corn, Water, Sugar, Salt, Natural Flavor",4.21
78,DRYBUS0078,Dry and Canned Foods,Bush's,Bush's Black Beans,Bush's Black Beans 1 kg,1 kg,1,Made with carefully selected ingredients for great taste,"Sweet Corn, Water, Sugar, Salt, Natural Flavor",5.47
87,DRYBUS0087,Dry and Canned Foods,Bush's,Bush's Black Beans,Bush's Black Beans 18 oz,18 oz,1,Nutritious and delicious addition to any meal,"Sweet Corn, Water, Sugar, Salt, Natural Flavor",3.15
61,DRYBUS0061,Dry and Canned Foods,Bush's,Bush's Black Beans,Bush's Black Beans 2 lb,2 lb,1,Convenient and ready-to-use for quick meal preparation,"Sweet Corn, Water, Sugar, Salt, Natural Flavor",4.67
46,DRYCAM0046,Dry and Canned Foods,Campbell's,Campbell's Chicken Noodle,Campbell's Chicken Noodle 14.5 oz,14.5 oz,1,Made with carefully selected ingredients for great taste,"Rice, Sugar, Salt, Malt Flavor, Iron, Niacinamide, Vitamin B6, Riboflavin, Thiamin, Folic Acid, Vitamin D3, Vitamin B12",1.49
60,DRYCAM0060,Dry and Canned Foods,Campbell's,Campbell's Chicken Noodle,Campbell's Chicken Noodle 16 oz,16 oz,1,Rich flavor and wholesome nutrition in every serving,"Milled Corn, Sugar, Corn Syrup, Salt, Malt Flavoring, Iron, Vitamin C, Niacinamide, Vitamin B6, Vitamin B2, Vitamin B1, Folic Acid, Vitamin D, Vitamin B12",2.16
65,DRYCAM0065,Dry and Canned Foods,Campbell's,Campbell's Cream of Mushroom,Campbell's Cream of Mushroom 12 oz,12 oz,1,Nutritious and delicious addition to any meal,"Milled Corn, Sugar, Corn Syrup, Salt, Malt Flavoring, Iron, Vitamin C, Niacinamide, Vitamin B6, Vitamin B2, Vitamin B1, Folic Acid, Vitamin D, Vitamin B12",2.99
51,DRYCAM0051,Dry and Canned Foods,Campbell's,Campbell's Cream of Mushroom,Campbell's Cream of Mushroom 4-pack,4-pack,4,Nutritious and delicious addition to any meal. Convenient multi-pack for stocking up,"Rice, Sugar, Salt, Malt Flavor, Iron, Niacinamide, Vitamin B6, Riboflavin, Thiamin, Folic Acid, Vitamin D3, Vitamin B12",5.47
84,DRYCAM0084,Dry and Canned Foods,Campbell's,Campbell's Tomato Soup,Campbell's Tomato Soup 4-pack,4-pack,4,Convenient and ready-to-use for quick meal preparation. Convenient multi-pack for stocking up,"Water, Tomato Puree, High Fructose Corn Syrup, Wheat Flour, Salt, Potassium Chloride, Citric Acid, Natural Flavoring, Ascorbic Acid, Monopotassium Phosphate",4.91
74,DRYDEL0074,Dry and Canned Foods,Del Monte,Del Monte Corn,Del Monte Corn 12 oz,12 oz,1,Perfect for creating your favorite recipes,"Green Beans, Water, Salt, Calcium Chloride (firming agent)",3.06
52,DRYDEL0052,Dry and Canned Foods,Del Monte,Del Monte Corn,Del Monte Corn 2 lb,2 lb,1,Perfect for creating your favorite recipes,"Pinto Beans, Water, Salt, Calcium Chloride, Ferrous Gluconate (color retention)",4.69
45,DRYDEL0045,Dry and Canned Foods,Del Monte,Del Monte Corn,Del Monte Corn 28 oz,28 oz,1,Premium quality ingredients for delicious home-cooked meals,"Pinto Beans, Water, Salt, Calcium Chloride, Ferrous Gluconate (color retention)",2.73
77,DRYDEL0077,Dry and Canned Foods,Del Monte,Del Monte Green Beans,Del Monte Green Beans 1 lb,1 lb,1,High-quality product packed at peak freshness,"Green Beans, Water, Salt, Calcium Chloride (firming agent)",2.38
67,DRYDEL0067,Dry and Canned Foods,Del Monte,Del Monte Green Beans,Del Monte Green Beans 14.5 oz,14.5 oz,1,Made with carefully selected ingredients for great taste,"Green Beans, Water, Salt, Calcium Chloride (firming agent)",1.52
81,DRYDEL0081,Dry and Canned Foods,Del Monte,Del Monte Green Beans,Del Monte Green Beans 16 oz,16 oz,1,Traditional recipe with authentic flavor,"Sweet Corn, Water, Sugar, Salt, Natural Flavor",1.9
88,DRYDEL0088,Dry and Canned Foods,Del Monte,Del Monte Green Beans,Del Monte Green Beans 18 oz,18 oz,1,Nutritious and delicious addition to any meal,"Pinto Beans, Water, Salt, Calcium Chloride, Ferrous Gluconate (color retention)",3.17
53,DRYDEL0053,Dry and Canned Foods,Del Monte,Del Monte Green Beans,Del Monte Green Beans 28 oz,28 oz,1,Traditional recipe with authentic flavor,"Pinto Beans, Water, Salt, Calcium Chloride, Ferrous Gluconate (color retention)",2.8
49,DRYGEN0049,Dry and Canned Foods,General Mills,Cheerios,Cheerios 14.5 oz,14.5 oz,1,Made with carefully selected ingredients for great taste,"Milled Corn, Sugar, Corn Syrup, Salt, Malt Flavoring, Iron, Vitamin C, Niacinamide, Vitamin B6, Vitamin B2, Vitamin B1, Folic Acid, Vitamin D, Vitamin B12",1.37
50,DRYGEN0050,Dry and Canned Foods,General Mills,Lucky Charms,Lucky Charms 2 lb,2 lb,1,Rich flavor and wholesome nutrition in every serving,"Rice, Sugar, Salt, Malt Flavor, Iron, Niacinamide, Vitamin B6, Riboflavin, Thiamin, Folic Acid, Vitamin D3, Vitamin B12",4.41
90,DRYGOY0090,Dry and Canned Foods,Goya,Goya Black Beans,Goya Black Beans 16 oz,16 oz,1,Made with carefully selected ingredients for great taste,"Green Beans, Water, Salt, Calcium Chloride (firming agent)",1.94
86,DRYGOY0086,Dry and Canned Foods,Goya,Goya Chickpeas,Goya Chickpeas 16 oz,16 oz,1,Perfect for creating your favorite recipes,"Rice, Sugar, Salt, Malt Flavor, Iron, Niacinamide, Vitamin B6, Riboflavin, Thiamin, Folic Acid, Vitamin D3, Vitamin B12",1.86
72,DRYKEL0072,Dry and Canned Foods,Kellogg's,Kellogg's Corn Flakes,Kellogg's Corn Flakes 16 oz,16 oz,1,High-quality product packed at peak freshness,"Pinto Beans, Water, Salt, Calcium Chloride, Ferrous Gluconate (color retention)",1.95
42,DRYKEL0042,Dry and Canned Foods,Kellogg's,Kellogg's Frosted Flakes,Kellogg's Frosted Flakes 18 oz,18 oz,1,High-quality product packed at peak freshness,"Milled Corn, Sugar, Corn Syrup, Salt, Malt Flavoring, Iron, Vitamin C, Niacinamide, Vitamin B6, Vitamin B2, Vitamin B1, Folic Acid, Vitamin D, Vitamin B12",3.46
89,DRYKEL0089,Dry and Canned Foods,Kellogg's,Kellogg's Rice Krispies,Kellogg's Rice Krispies 18 oz,18 oz,1,High-quality product packed at peak freshness,"Parboiled Long Grain Rice, Iron (Ferric Orthophosphate), Niacin, Thiamine Mononitrate, Folic Acid",3.24
76,DRYKNO0076,Dry and Canned Foods,Knorr,Knorr Beef Bouillon,Knorr Beef Bouillon 15 oz,15 oz,1,Made with carefully selected ingredients for great taste,"Whole Grain Oats, Corn Starch, Sugar, Salt, Tripotassium Phosphate, Vitamin E (mixed tocopherols), Niacinamide, Iron, Vitamin B6, Vitamin B2, Vitamin B1, Folic Acid, Vitamin B12, Vitamin D3",1.84
56,DRYKNO0056,Dry and Canned Foods,Knorr,Knorr Chicken Bouillon,Knorr Chicken Bouillon 10.75 oz,10.75 oz,1,High-quality product packed at peak freshness,"Whole Grain Oats, Corn Starch, Sugar, Salt, Tripotassium Phosphate, Vitamin E (mixed tocopherols), Niacinamide, Iron, Vitamin B6, Vitamin B2, Vitamin B1, Folic Acid, Vitamin B12, Vitamin D3",1.33
66,DRYKNO0066,Dry and Canned Foods,Knorr,Knorr Chicken Bouillon,Knorr Chicken Bouillon 10.75 oz,10.75 oz,1,Perfect for creating your favorite recipes,"Whole Grain Oats, Corn Starch, Sugar, Salt, Tripotassium Phosphate, Vitamin E (mixed tocopherols), Niacinamide, Iron, Vitamin B6, Vitamin B2, Vitamin B1, Folic Acid, Vitamin B12, Vitamin D3",1.41
57,DRYKNO0057,Dry and Canned Foods,Knorr,Knorr Chicken Bouillon,Knorr Chicken Bouillon 14.5 oz,14.5 oz,1,High-quality product packed at peak freshness,"Rice, Sugar, Salt, Malt Flavor, Iron, Niacinamide, Vitamin B6, Riboflavin, Thiamin, Folic Acid, Vitamin D3, Vitamin B12",1.62
79,DRYKNO0079,Dry and Canned Foods,Knorr,Knorr Chicken Bouillon,Knorr Chicken Bouillon 4-pack,4-pack,4,Traditional recipe with authentic flavor. Convenient multi-pack for stocking up,"Milled Corn, Sugar, Corn Syrup, Salt, Malt Flavoring, Iron, Vitamin C, Niacinamide, Vitamin B6, Vitamin B2, Vitamin B1, Folic Acid, Vitamin D, Vitamin B12",5.31
62,DRYKNO0062,Dry and Canned Foods,Knorr,Knorr Tomato Bouillon,Knorr Tomato Bouillon 6-pack,6-pack,6,Made with carefully selected ingredients for great taste. Convenient multi-pack for stocking up,"Whole Grain Oats, Corn Starch, Sugar, Salt, Tripotassium Phosphate, Vitamin E (mixed tocopherols), Niacinamide, Iron, Vitamin B6, Vitamin B2, Vitamin B1, Folic Acid, Vitamin B12, Vitamin D3",6.97
73,DRYQUA0073,Dry and Canned Foods,Quaker,Quaker Instant Oatmeal,Quaker Instant Oatmeal 1 lb,1 lb,1,Nutritious and delicious addition to any meal,"Milled Corn, Sugar, Corn Syrup, Salt, Malt Flavoring, Iron, Vitamin C, Niacinamide, Vitamin B6, Vitamin B2, Vitamin B1, Folic Acid, Vitamin D, Vitamin B12",2.7
83,DRYQUA0083,Dry and Canned Foods,Quaker,Quaker Instant Oatmeal,Quaker Instant Oatmeal 16 oz,16 oz,1,Perfect for creating your favorite recipes,"Rice, Sugar, Salt, Malt Flavor, Iron, Niacinamide, Vitamin B6, Riboflavin, Thiamin, Folic Acid, Vitamin D3, Vitamin B12",2.15
47,DRYQUA0047,Dry and Canned Foods,Quaker,Quaker Instant Oatmeal,Quaker Instant Oatmeal 28 oz,28 oz,1,Perfect for creating your favorite recipes,"Whole Grain Oats, Corn Starch, Sugar, Salt, Tripotassium Phosphate, Vitamin E (mixed tocopherols), Niacinamide, Iron, Vitamin B6, Vitamin B2, Vitamin B1, Folic Acid, Vitamin B12, Vitamin D3",3.01
85,DRYQUA0085,Dry and Canned Foods,Quaker,Quaker Oats Original,Quaker Oats Original 10.75 oz,10.75 oz,1,Made with carefully selected ingredients for great taste,"Rice, Sugar, Salt, Malt Flavor, Iron, Niacinamide, Vitamin B6, Riboflavin, Thiamin, Folic Acid, Vitamin D3, Vitamin B12",1.25
80,DRYQUA0080,Dry and Canned Foods,Quaker,Quaker Oats Original,Quaker Oats Original 15 oz,15 oz,1,Nutritious and delicious addition to any meal,"Whole Grain Oats, Corn Starch, Sugar, Salt, Tripotassium Phosphate, Vitamin E (mixed tocopherols), Niacinamide, Iron, Vitamin B6, Vitamin B2, Vitamin B1, Folic Acid, Vitamin B12, Vitamin D3",1.61
71,DRYUNC0071,Dry and Canned Foods,Uncle Ben's,Uncle Ben's Brown Rice,Uncle Ben's Brown Rice 16 oz,16 oz,1,Premium quality ingredients for delicious home-cooked meals,"Parboiled Long Grain Rice, Iron (Ferric Orthophosphate), Niacin, Thiamine Mononitrate, Folic Acid",1.87
48,DRYUNC0048,Dry and Canned Foods,Uncle Ben's,Uncle Ben's Brown Rice,Uncle Ben's Brown Rice 28 oz,28 oz,1,Rich flavor and wholesome nutrition in every serving,"Parboiled Long Grain Rice, Iron (Ferric Orthophosphate), Niacin, Thiamine Mononitrate, Folic Acid",3.16
44,DRYUNC0044,Dry and Canned Foods,Uncle Ben's,Uncle Ben's White Rice,Uncle Ben's White Rice 1 kg,1 kg,1,Rich flavor and wholesome nutrition in every serving,"Parboiled Long Grain Rice, Iron (Ferric Orthophosphate), Niacin, Thiamine Mononitrate, Folic Acid",4.71
69,DRYUNC0069,Dry and Canned Foods,Uncle Ben's,Uncle Ben's White Rice,Uncle Ben's White Rice 1 kg,1 kg,1,Premium quality ingredients for delicious home-cooked meals,"Parboiled Long Grain Rice, Iron (Ferric Orthophosphate), Niacin, Thiamine Mononitrate, Folic Acid",5.08
75,DRYUNC0075,Dry and Canned Foods,Uncle Ben's,Uncle Ben's White Rice,Uncle Ben's White Rice 14.5 oz,14.5 oz,1,Rich flavor and wholesome nutrition in every serving,"Enriched Long Grain White Rice (Niacin, Iron, Thiamine Mononitrate, Folic Acid)",1.5
70,DRYUNC0070,Dry and Canned Foods,Uncle Ben's,Uncle Ben's White Rice,Uncle Ben's White Rice 2 lb,2 lb,1,Made with carefully selected ingredients for great taste,"Parboiled Long Grain Rice, Iron (Ferric Orthophosphate), Niacin, Thiamine Mononitrate, Folic Acid",4.63
64,DRYUNC0064,Dry and Canned Foods,Uncle Ben's,Uncle Ben's White Rice,Uncle Ben's White Rice 6-pack,6-pack,6,Traditional recipe with authentic flavor. Convenient multi-pack for stocking up,"Enriched Long Grain White Rice (Niacin, Iron, Thiamine Mononitrate, Folic Acid)",6.73
192,PERCOL0192,Personal Care,Colgate,Colgate Toothpaste Regular,Colgate Toothpaste Regular 12 oz,12 oz,1,Dermatologist-tested and safe for sensitive skin,"Sorbitol, Water, Hydrated Silica, Sodium Lauryl Sulfate, Trisodium Phosphate, Flavor, Cellulose Gum, Sodium Phosphate, Carbomer, Sodium Saccharin, Sodium Fluoride, Titanium Dioxide",4.76
193,PERCOL0193,Personal Care,Colgate,Colgate Toothpaste Regular,Colgate Toothpaste Regular 12 oz,12 oz,1,Trusted quality for your daily routine,"Glycerin, Hydrated Silica, Water, Sodium Hexametaphosphate, Propylene Glycol, PEG-6, Flavor, Sodium Lauryl Sulfate, Cocamidopropyl Betaine, Sodium Saccharin, Xanthan Gum, Sodium Fluoride, Titanium Dioxide",4.66
194,PERCOL0194,Personal Care,Colgate,Colgate Toothpaste Regular,Colgate Toothpaste Regular 3.75 oz,3.75 oz,1,Dermatologist-tested and safe for sensitive skin,"Sorbitol, Water, Hydrated Silica, Sodium Lauryl Sulfate, Trisodium Phosphate, Flavor, Cellulose Gum, Sodium Phosphate, Carbomer, Sodium Saccharin, Sodium Fluoride, Titanium Dioxide",1.46
187,PERCOL0187,Personal Care,Colgate,Colgate Toothpaste Regular,Colgate Toothpaste Regular 8 oz,8 oz,1,Clinically proven effectiveness with a fresh feel,"Sorbitol, Water, Hydrated Silica, Sodium Lauryl Sulfate, Trisodium Phosphate, Flavor, Cellulose Gum, Sodium Phosphate, Carbomer, Sodium Saccharin, Sodium Fluoride, Titanium Dioxide",3.25
199,PERCOL0199,Personal Care,Colgate,Colgate Toothpaste Regular,Colgate Toothpaste Regular 8 oz,8 oz,1,Effective protection that lasts all day,"Sorbitol, Water, Hydrated Silica, Sodium Lauryl Sulfate, Trisodium Phosphate, Flavor, Cellulose Gum, Sodium Phosphate, Carbomer, Sodium Saccharin, Sodium Fluoride, Titanium Dioxide",3.69
183,PERCRE0183,Personal Care,Crest,Crest Toothpaste Pro-Health,Crest Toothpaste Pro-Health 6 oz,6 oz,1,Clinically proven effectiveness with a fresh feel,"Glycerin, Hydrated Silica, Water, Sodium Hexametaphosphate, Propylene Glycol, PEG-6, Flavor, Sodium Lauryl Sulfate, Cocamidopropyl Betaine, Sodium Saccharin, Xanthan Gum, Sodium Fluoride, Titanium Dioxide",2.68
185,PERCRE0185,Personal Care,Crest,Crest Toothpaste Regular,Crest Toothpaste Regular 16 oz,16 oz,1,Trusted quality for your daily routine,"Glycerin, Hydrated Silica, Water, Sodium Hexametaphosphate, Propylene Glycol, PEG-6, Flavor, Sodium Lauryl Sulfate, Cocamidopropyl Betaine, Sodium Saccharin, Xanthan Gum, Sodium Fluoride, Titanium Dioxide",6.52
189,PERDEG0189,Personal Care,Degree,Degree Men Deodorant,Degree Men Deodorant Travel Size 2 oz,Travel Size 2 oz,1,Long-lasting freshness and confidence. TSA-approved size perfect for travel,"Aluminum Chlorohydrate, Cyclopentasiloxane, Steareth-2, Steareth-21, Mineral Oil, PPG-14 Butyl Ether, Fragrance, Hydrogenated Castor Oil, Petrolatum",1.94
182,PERDOV0182,Personal Care,Dove,Dove Bar Soap Original,Dove Bar Soap Original Travel Size 2 oz,Travel Size 2 oz,1,Gentle formula for daily care and protection. TSA-approved size perfect for travel,"Sodium Lauroyl Isethionate, Stearic Acid, Sodium Tallowate or Sodium Palmitate, Lauric Acid, Sodium Isethionate, Water, Sodium Stearate, Cocamidopropyl Betaine, Sodium Cocoate or Sodium Palm Kernelate, Fragrance, Sodium Chloride, Tetrasodium EDTA, Tetrasodium Etidronate, Titanium Dioxide",1.91
181,PERDOV0181,Personal Care,Dove,Dove Body Wash,Dove Body Wash Travel Size 2 oz,Travel Size 2 oz,1,Effective protection that lasts all day. TSA-approved size perfect for travel,"Sodium Lauroyl Isethionate, Stearic Acid, Sodium Tallowate or Sodium Palmitate, Lauric Acid, Sodium Isethionate, Water, Sodium Stearate, Cocamidopropyl Betaine, Sodium Cocoate or Sodium Palm Kernelate, Fragrance, Sodium Chloride, Tetrasodium EDTA, Tetrasodium Etidronate, Titanium Dioxide",1.84
198,PERHEA0198,Personal Care,Head & Shoulders,Head & Shoulders Classic,Head & Shoulders Classic 16 oz,16 oz,1,Clinically proven effectiveness with a fresh feel,"Water, Sodium Laureth Sulfate, Sodium Lauryl Sulfate, Cocamidopropyl Betaine, Glycol Distearate, Dimethicone, Zinc Pyrithione, Fragrance, Sodium Chloride, Cetyl Alcohol, Guar Hydroxypropyltrimonium Chloride, Magnesium Carbonate Hydroxide, Sodium Xylenesulfonate, Sodium Benzoate, Methylchloroisothiazolinone, Methylisothiazolinone",6.38
